Word,Document Frequency,Postings
strategi,47,"[{'course_id': 'ADM 2313', 'doc_id': 9, 'term_frequency': 1}, {'course_id': 'ADM 2381', 'doc_id': 18, 'term_frequency': 1}, {'course_id': 'ADM 3301', 'doc_id': 20, 'term_frequency': 2}, {'course_id': 'ADM 3321', 'doc_id': 29, 'term_frequency': 1}, {'course_id': 'ADM 3326', 'doc_id': 32, 'term_frequency': 1}, {'course_id': 'ADM 3993', 'doc_id': 52, 'term_frequency': 1}, {'course_id': 'ADM 4311', 'doc_id': 57, 'term_frequency': 2}, {'course_id': 'ADM 4312', 'doc_id': 58, 'term_frequency': 4}, {'course_id': 'ADM 4316', 'doc_id': 60, 'term_frequency': 2}, {'course_id': 'ADM 4318', 'doc_id': 62, 'term_frequency': 1}, {'course_id': 'ADM 4319', 'doc_id': 63, 'term_frequency': 1}, {'course_id': 'ADM 4322', 'doc_id': 64, 'term_frequency': 1}, {'course_id': 'ADM 4326', 'doc_id': 66, 'term_frequency': 2}, {'course_id': 'ADM 4328', 'doc_id': 67, 'term_frequency': 1}, {'course_id': 'ADM 4338', 'doc_id': 71, 'term_frequency': 1}, {'course_id': 'ADM 4339', 'doc_id': 72, 'term_frequency': 1}, {'course_id': 'ADM 4345', 'doc_id': 77, 'term_frequency': 1}, {'course_id': 'ADM 4350', 'doc_id': 81, 'term_frequency': 1}, {'course_id': 'ADM 4351', 'doc_id': 82, 'term_frequency': 1}, {'course_id': 'ADM 4352', 'doc_id': 83, 'term_frequency': 1}, {'course_id': 'ADM 4377', 'doc_id': 89, 'term_frequency': 1}, {'course_id': 'ADM 5331', 'doc_id': 106, 'term_frequency': 1}, {'course_id': 'ADM 5360', 'doc_id': 112, 'term_frequency': 1}, {'course_id': 'ADM 5361', 'doc_id': 113, 'term_frequency': 2}, {'course_id': 'ADM 6274', 'doc_id': 119, 'term_frequency': 1}, {'course_id': 'ADM 6279', 'doc_id': 123, 'term_frequency': 1}, {'course_id': 'ADM 6286', 'doc_id': 125, 'term_frequency': 1}, {'course_id': 'ADM 6324', 'doc_id': 137, 'term_frequency': 1}, {'course_id': 'ADM 6325', 'doc_id': 138, 'term_frequency': 2}, {'course_id': 'ADM 6326', 'doc_id': 139, 'term_frequency': 4}, {'course_id': 'ADM 6330', 'doc_id': 140, 'term_frequency': 1}, {'course_id': 'ADM 6357', 'doc_id': 153, 'term_frequency': 1}, {'course_id': 'ADM 6367', 'doc_id': 157, 'term_frequency': 1}, {'course_id': 'PSY 3128', 'doc_id': 192, 'term_frequency': 1}, {'course_id': 'PSY 3377', 'doc_id': 204, 'term_frequency': 1}, {'course_id': 'PSY 4173', 'doc_id': 213, 'term_frequency': 1}, {'course_id': 'PSY 4174', 'doc_id': 214, 'term_frequency': 1}, {'course_id': 'PSY 5133', 'doc_id': 239, 'term_frequency': 1}, {'course_id': 'PSY 6116', 'doc_id': 275, 'term_frequency': 1}, {'course_id': 'PSY 6123', 'doc_id': 279, 'term_frequency': 1}, {'course_id': 'PSY 6182', 'doc_id': 301, 'term_frequency': 1}, {'course_id': 'PSY 6905', 'doc_id': 310, 'term_frequency': 1}, {'course_id': 'PSY 6923', 'doc_id': 314, 'term_frequency': 1}, {'course_id': 'PSY 6982', 'doc_id': 331, 'term_frequency': 1}, {'course_id': 'CSI 2120', 'doc_id': 558, 'term_frequency': 1}, {'course_id': 'CSI 4140', 'doc_id': 585, 'term_frequency': 1}]"
strategist,1,"[{'course_id': 'ADM 6279', 'doc_id': 123, 'term_frequency': 2}]"
stratif,1,"[{'course_id': 'MAT 5192', 'doc_id': 500, 'term_frequency': 2}]"
stratifi,1,"[{'course_id': 'MAT 3377', 'doc_id': 409, 'term_frequency': 2}]"
stream,6,"[{'course_id': 'ADM 6275', 'doc_id': 120, 'term_frequency': 1}, {'course_id': 'ADM 6277', 'doc_id': 122, 'term_frequency': 1}, {'course_id': 'ADM 6287', 'doc_id': 126, 'term_frequency': 1}, {'course_id': 'CSI 2372', 'doc_id': 560, 'term_frequency': 1}, {'course_id': 'CSI 5106', 'doc_id': 595, 'term_frequency': 1}, {'course_id': 'CSI 5154', 'doc_id': 626, 'term_frequency': 1}]"
strength,1,"[{'course_id': 'ADM 6344', 'doc_id': 148, 'term_frequency': 1}]"
stress,4,"[{'course_id': 'PSY 6123', 'doc_id': 279, 'term_frequency': 1}, {'course_id': 'PSY 6923', 'doc_id': 314, 'term_frequency': 1}, {'course_id': 'PSY 7109', 'doc_id': 343, 'term_frequency': 1}, {'course_id': 'PSY 7909', 'doc_id': 355, 'term_frequency': 1}]"
stressor,2,"[{'course_id': 'PSY 6123', 'doc_id': 279, 'term_frequency': 1}, {'course_id': 'PSY 6923', 'doc_id': 314, 'term_frequency': 1}]"
string,3,"[{'course_id': 'CSI 2110', 'doc_id': 557, 'term_frequency': 1}, {'course_id': 'CSI 4126', 'doc_id': 580, 'term_frequency': 1}, {'course_id': 'CSI 5185', 'doc_id': 641, 'term_frequency': 1}]"
strongli,1,"[{'course_id': 'MAT 1308', 'doc_id': 361, 'term_frequency': 1}]"
structur,45,"[{'course_id': 'ADM 2302', 'doc_id': 6, 'term_frequency': 1}, {'course_id': 'ADM 3319', 'doc_id': 28, 'term_frequency': 1}, {'course_id': 'ADM 3334', 'doc_id': 34, 'term_frequency': 1}, {'course_id': 'ADM 3337', 'doc_id': 35, 'term_frequency': 1}, {'course_id': 'ADM 3350', 'doc_id': 40, 'term_frequency': 1}, {'course_id': 'ADM 3351', 'doc_id': 41, 'term_frequency': 1}, {'course_id': 'ADM 4318', 'doc_id': 62, 'term_frequency': 1}, {'course_id': 'ADM 4352', 'doc_id': 83, 'term_frequency': 1}, {'course_id': 'ADM 4379', 'doc_id': 91, 'term_frequency': 1}, {'course_id': 'ADM 5351', 'doc_id': 110, 'term_frequency': 1}, {'course_id': 'ADM 5361', 'doc_id': 113, 'term_frequency': 1}, {'course_id': 'ADM 6275', 'doc_id': 120, 'term_frequency': 1}, {'course_id': 'ADM 6279', 'doc_id': 123, 'term_frequency': 1}, {'course_id': 'ADM 6287', 'doc_id': 126, 'term_frequency': 1}, {'course_id': 'ADM 6330', 'doc_id': 140, 'term_frequency': 2}, {'course_id': 'ADM 6332', 'doc_id': 142, 'term_frequency': 1}, {'course_id': 'ADM 6340', 'doc_id': 145, 'term_frequency': 1}, {'course_id': 'ADM 6350', 'doc_id': 149, 'term_frequency': 1}, {'course_id': 'ADM 6358', 'doc_id': 154, 'term_frequency': 1}, {'course_id': 'ADM 6367', 'doc_id': 157, 'term_frequency': 1}, {'course_id': 'PSY 5111', 'doc_id': 233, 'term_frequency': 1}, {'course_id': 'PSY 5911', 'doc_id': 253, 'term_frequency': 1}, {'course_id': 'PSY 6114', 'doc_id': 273, 'term_frequency': 1}, {'course_id': 'PSY 6903', 'doc_id': 308, 'term_frequency': 1}, {'course_id': 'PSY 7101', 'doc_id': 335, 'term_frequency': 2}, {'course_id': 'MAT 1348', 'doc_id': 370, 'term_frequency': 2}, {'course_id': 'MAT 2143', 'doc_id': 380, 'term_frequency': 1}, {'course_id': 'MAT 4142', 'doc_id': 419, 'term_frequency': 1}, {'course_id': 'MAT 4155', 'doc_id': 424, 'term_frequency': 1}, {'course_id': 'MAT 5107', 'doc_id': 453, 'term_frequency': 1}, {'course_id': 'MAT 5176', 'doc_id': 491, 'term_frequency': 1}, {'course_id': 'CSI 1308', 'doc_id': 554, 'term_frequency': 1}, {'course_id': 'CSI 2101', 'doc_id': 556, 'term_frequency': 1}, {'course_id': 'CSI 3120', 'doc_id': 564, 'term_frequency': 1}, {'course_id': 'CSI 3140', 'doc_id': 567, 'term_frequency': 1}, {'course_id': 'CSI 4126', 'doc_id': 580, 'term_frequency': 1}, {'course_id': 'CSI 4130', 'doc_id': 581, 'term_frequency': 1}, {'course_id': 'CSI 4141', 'doc_id': 586, 'term_frequency': 1}, {'course_id': 'CSI 5102', 'doc_id': 593, 'term_frequency': 1}, {'course_id': 'CSI 5115', 'doc_id': 600, 'term_frequency': 1}, {'course_id': 'CSI 5121', 'doc_id': 603, 'term_frequency': 3}, {'course_id': 'CSI 5129', 'doc_id': 609, 'term_frequency': 2}, {'course_id': 'CSI 5152', 'doc_id': 624, 'term_frequency': 1}, {'course_id': 'CSI 5185', 'doc_id': 641, 'term_frequency': 1}, {'course_id': 'CSI 5390', 'doc_id': 650, 'term_frequency': 1}]"
student,45,"[{'course_id': 'ADM 1100', 'doc_id': 0, 'term_frequency': 3}, {'course_id': 'ADM 1101', 'doc_id': 1, 'term_frequency': 1}, {'course_id': 'ADM 1300', 'doc_id': 2, 'term_frequency': 3}, {'course_id': 'ADM 1301', 'doc_id': 3, 'term_frequency': 1}, {'course_id': 'ADM 1340', 'doc_id': 4, 'term_frequency': 1}, {'course_id': 'ADM 2341', 'doc_id': 13, 'term_frequency': 2}, {'course_id': 'ADM 2342', 'doc_id': 14, 'term_frequency': 1}, {'course_id': 'ADM 3305', 'doc_id': 22, 'term_frequency': 1}, {'course_id': 'ADM 3313', 'doc_id': 24, 'term_frequency': 1}, {'course_id': 'ADM 3357', 'doc_id': 43, 'term_frequency': 2}, {'course_id': 'ADM 3360', 'doc_id': 45, 'term_frequency': 1}, {'course_id': 'ADM 4103', 'doc_id': 55, 'term_frequency': 3}, {'course_id': 'ADM 4311', 'doc_id': 57, 'term_frequency': 2}, {'course_id': 'ADM 4312', 'doc_id': 58, 'term_frequency': 1}, {'course_id': 'ADM 4322', 'doc_id': 64, 'term_frequency': 2}, {'course_id': 'ADM 4325', 'doc_id': 65, 'term_frequency': 1}, {'course_id': 'ADM 4338', 'doc_id': 71, 'term_frequency': 1}, {'course_id': 'ADM 4340', 'doc_id': 73, 'term_frequency': 2}, {'course_id': 'ADM 4357', 'doc_id': 87, 'term_frequency': 2}, {'course_id': 'ADM 4363', 'doc_id': 88, 'term_frequency': 1}, {'course_id': 'ADM 4903', 'doc_id': 95, 'term_frequency': 3}, {'course_id': 'ADM 4904', 'doc_id': 96, 'term_frequency': 4}, {'course_id': 'ADM 4905', 'doc_id': 97, 'term_frequency': 4}, {'course_id': 'ADM 4964', 'doc_id': 98, 'term_frequency': 1}, {'course_id': 'ADM 4998', 'doc_id': 100, 'term_frequency': 3}, {'course_id': 'ADM 4999', 'doc_id': 101, 'term_frequency': 3}, {'course_id': 'ADM 6260', 'doc_id': 116, 'term_frequency': 1}, {'course_id': 'ADM 6392', 'doc_id': 165, 'term_frequency': 2}, {'course_id': 'ADM 6395', 'doc_id': 167, 'term_frequency': 3}, {'course_id': 'PSY 4173', 'doc_id': 213, 'term_frequency': 1}, {'course_id': 'PSY 4276', 'doc_id': 219, 'term_frequency': 3}, {'course_id': 'PSY 5158', 'doc_id': 240, 'term_frequency': 1}, {'course_id': 'PSY 5958', 'doc_id': 255, 'term_frequency': 1}, {'course_id': 'PSY 6002', 'doc_id': 256, 'term_frequency': 2}, {'course_id': 'PSY 6105', 'doc_id': 268, 'term_frequency': 1}, {'course_id': 'PSY 6113', 'doc_id': 272, 'term_frequency': 1}, {'course_id': 'MAT 1302', 'doc_id': 359, 'term_frequency': 1}, {'course_id': 'MAT 1308', 'doc_id': 361, 'term_frequency': 3}, {'course_id': 'MAT 4900', 'doc_id': 447, 'term_frequency': 3}, {'course_id': 'MAT 4992', 'doc_id': 448, 'term_frequency': 1}, {'course_id': 'MAT 5992', 'doc_id': 533, 'term_frequency': 2}, {'course_id': 'MAT 5996', 'doc_id': 534, 'term_frequency': 1}, {'course_id': 'MAT 9998', 'doc_id': 552, 'term_frequency': 1}, {'course_id': 'CSI 4900', 'doc_id': 590, 'term_frequency': 1}, {'course_id': 'CSI 7314', 'doc_id': 662, 'term_frequency': 1}]"
studi,76,"[{'course_id': 'ADM 2342', 'doc_id': 14, 'term_frequency': 1}, {'course_id': 'ADM 3302', 'doc_id': 21, 'term_frequency': 1}, {'course_id': 'ADM 3317', 'doc_id': 26, 'term_frequency': 1}, {'course_id': 'ADM 3318', 'doc_id': 27, 'term_frequency': 1}, {'course_id': 'ADM 3323', 'doc_id': 31, 'term_frequency': 1}, {'course_id': 'ADM 3333', 'doc_id': 33, 'term_frequency': 1}, {'course_id': 'ADM 3340', 'doc_id': 36, 'term_frequency': 1}, {'course_id': 'ADM 3346', 'doc_id': 38, 'term_frequency': 2}, {'course_id': 'ADM 3360', 'doc_id': 45, 'term_frequency': 1}, {'course_id': 'ADM 3396', 'doc_id': 49, 'term_frequency': 1}, {'course_id': 'ADM 3998', 'doc_id': 54, 'term_frequency': 1}, {'course_id': 'ADM 4103', 'doc_id': 55, 'term_frequency': 1}, {'course_id': 'ADM 4311', 'doc_id': 57, 'term_frequency': 1}, {'course_id': 'ADM 4322', 'doc_id': 64, 'term_frequency': 1}, {'course_id': 'ADM 4340', 'doc_id': 73, 'term_frequency': 1}, {'course_id': 'ADM 4352', 'doc_id': 83, 'term_frequency': 1}, {'course_id': 'ADM 4377', 'doc_id': 89, 'term_frequency': 1}, {'course_id': 'ADM 4396', 'doc_id': 92, 'term_frequency': 1}, {'course_id': 'ADM 4904', 'doc_id': 96, 'term_frequency': 1}, {'course_id': 'ADM 4905', 'doc_id': 97, 'term_frequency': 1}, {'course_id': 'ADM 6302', 'doc_id': 128, 'term_frequency': 1}, {'course_id': 'ADM 6392', 'doc_id': 165, 'term_frequency': 1}, {'course_id': 'ADM 6396', 'doc_id': 168, 'term_frequency': 1}, {'course_id': 'ADM 6901', 'doc_id': 170, 'term_frequency': 2}, {'course_id': 'PSY 2105', 'doc_id': 173, 'term_frequency': 1}, {'course_id': 'PSY 3132', 'doc_id': 193, 'term_frequency': 1}, {'course_id': 'PSY 3135', 'doc_id': 194, 'term_frequency': 1}, {'course_id': 'PSY 3171', 'doc_id': 197, 'term_frequency': 1}, {'course_id': 'PSY 3173', 'doc_id': 198, 'term_frequency': 1}, {'course_id': 'PSY 3303', 'doc_id': 201, 'term_frequency': 1}, {'course_id': 'PSY 4110', 'doc_id': 208, 'term_frequency': 1}, {'course_id': 'PSY 4122', 'doc_id': 209, 'term_frequency': 1}, {'course_id': 'PSY 4180', 'doc_id': 215, 'term_frequency': 1}, {'course_id': 'PSY 4371', 'doc_id': 223, 'term_frequency': 1}, {'course_id': 'PSY 5158', 'doc_id': 240, 'term_frequency': 1}, {'course_id': 'PSY 5424', 'doc_id': 249, 'term_frequency': 3}, {'course_id': 'PSY 5958', 'doc_id': 255, 'term_frequency': 1}, {'course_id': 'PSY 6103', 'doc_id': 267, 'term_frequency': 1}, {'course_id': 'PSY 6105', 'doc_id': 268, 'term_frequency': 1}, {'course_id': 'PSY 6116', 'doc_id': 275, 'term_frequency': 1}, {'course_id': 'PSY 6117', 'doc_id': 276, 'term_frequency': 1}, {'course_id': 'PSY 6127', 'doc_id': 280, 'term_frequency': 1}, {'course_id': 'PSY 6132', 'doc_id': 281, 'term_frequency': 1}, {'course_id': 'PSY 6145', 'doc_id': 286, 'term_frequency': 2}, {'course_id': 'PSY 6146', 'doc_id': 287, 'term_frequency': 2}, {'course_id': 'PSY 6147', 'doc_id': 288, 'term_frequency': 1}, {'course_id': 'PSY 6151', 'doc_id': 289, 'term_frequency': 2}, {'course_id': 'PSY 6166', 'doc_id': 294, 'term_frequency': 1}, {'course_id': 'PSY 6167', 'doc_id': 297, 'term_frequency': 6}, {'course_id': 'PSY 6906', 'doc_id': 311, 'term_frequency': 1}, {'course_id': 'PSY 6927', 'doc_id': 315, 'term_frequency': 1}, {'course_id': 'PSY 6932', 'doc_id': 318, 'term_frequency': 1}, {'course_id': 'PSY 6945', 'doc_id': 320, 'term_frequency': 2}, {'course_id': 'PSY 6946', 'doc_id': 321, 'term_frequency': 2}, {'course_id': 'PSY 6947', 'doc_id': 322, 'term_frequency': 1}, {'course_id': 'PSY 6951', 'doc_id': 323, 'term_frequency': 2}, {'course_id': 'PSY 6962', 'doc_id': 327, 'term_frequency': 1}, {'course_id': 'PSY 6963', 'doc_id': 328, 'term_frequency': 2}, {'course_id': 'PSY 7101', 'doc_id': 335, 'term_frequency': 1}, {'course_id': 'PSY 7106', 'doc_id': 340, 'term_frequency': 1}, {'course_id': 'PSY 7167', 'doc_id': 348, 'term_frequency': 1}, {'course_id': 'PSY 7906', 'doc_id': 352, 'term_frequency': 1}, {'course_id': 'MAT 1308', 'doc_id': 361, 'term_frequency': 1}, {'course_id': 'MAT 4900', 'doc_id': 447, 'term_frequency': 1}, {'course_id': 'MAT 5192', 'doc_id': 500, 'term_frequency': 1}, {'course_id': 'MAT 6997', 'doc_id': 537, 'term_frequency': 2}, {'course_id': 'CSI 5111', 'doc_id': 597, 'term_frequency': 1}, {'course_id': 'CSI 5113', 'doc_id': 599, 'term_frequency': 1}, {'course_id': 'CSI 5122', 'doc_id': 604, 'term_frequency': 1}, {'course_id': 'CSI 5129', 'doc_id': 609, 'term_frequency': 1}, {'course_id': 'CSI 5135', 'doc_id': 612, 'term_frequency': 1}, {'course_id': 'CSI 5151', 'doc_id': 623, 'term_frequency': 1}, {'course_id': 'CSI 5164', 'doc_id': 630, 'term_frequency': 1}, {'course_id': 'CSI 5167', 'doc_id': 633, 'term_frequency': 1}, {'course_id': 'CSI 5175', 'doc_id': 638, 'term_frequency': 1}, {'course_id': 'CSI 5183', 'doc_id': 640, 'term_frequency': 1}]"
sturm,1,"[{'course_id': 'MAT 3320', 'doc_id': 402, 'term_frequency': 1}]"
style,2,"[{'course_id': 'ADM 4338', 'doc_id': 71, 'term_frequency': 1}, {'course_id': 'PSY 2174', 'doc_id': 178, 'term_frequency': 1}]"
sub,2,"[{'course_id': 'CSI 3120', 'doc_id': 564, 'term_frequency': 1}, {'course_id': 'CSI 5147', 'doc_id': 620, 'term_frequency': 1}]"
subdivis,1,"[{'course_id': 'CSI 5146', 'doc_id': 619, 'term_frequency': 1}]"
subfield,1,"[{'course_id': 'PSY 2174', 'doc_id': 178, 'term_frequency': 1}]"
subgroup,2,"[{'course_id': 'MAT 2143', 'doc_id': 380, 'term_frequency': 1}]"
subject,4,"[{'course_id': 'ADM 6302', 'doc_id': 128, 'term_frequency': 1}, {'course_id': 'PSY 4127', 'doc_id': 210, 'term_frequency': 1}, {'course_id': 'PSY 6144', 'doc_id': 285, 'term_frequency': 1}, {'course_id': 'PSY 6941', 'doc_id': 319, 'term_frequency': 1}]"
sublimin,1,"[{'course_id': 'ADM 6322', 'doc_id': 135, 'term_frequency': 1}]"
submit,4,"[{'course_id': 'ADM 4903', 'doc_id': 95, 'term_frequency': 1}, {'course_id': 'ADM 4904', 'doc_id': 96, 'term_frequency': 1}, {'course_id': 'ADM 4905', 'doc_id': 97, 'term_frequency': 1}, {'course_id': 'CSI 9997', 'doc_id': 665, 'term_frequency': 1}]"
subsequ,1,"[{'course_id': 'CSI 5185', 'doc_id': 641, 'term_frequency': 1}]"
subset,1,"[{'course_id': 'CSI 5165', 'doc_id': 631, 'term_frequency': 1}]"
subspac,1,"[{'course_id': 'MAT 2141', 'doc_id': 379, 'term_frequency': 1}]"
substant,1,"[{'course_id': 'ADM 4346', 'doc_id': 78, 'term_frequency': 1}]"
substitut,5,"[{'course_id': 'ADM 4307', 'doc_id': 56, 'term_frequency': 1}, {'course_id': 'MAT 1320', 'doc_id': 363, 'term_frequency': 1}, {'course_id': 'MAT 1330', 'doc_id': 366, 'term_frequency': 1}, {'course_id': 'MAT 1339', 'doc_id': 368, 'term_frequency': 1}, {'course_id': 'CSI 5106', 'doc_id': 595, 'term_frequency': 1}]"
substr,1,"[{'course_id': 'CSI 5185', 'doc_id': 641, 'term_frequency': 1}]"
subsystem,1,"[{'course_id': 'ADM 6279', 'doc_id': 123, 'term_frequency': 1}]"
success,9,"[{'course_id': 'ADM 3302', 'doc_id': 21, 'term_frequency': 1}, {'course_id': 'ADM 3333', 'doc_id': 33, 'term_frequency': 1}, {'course_id': 'ADM 4316', 'doc_id': 60, 'term_frequency': 1}, {'course_id': 'ADM 4339', 'doc_id': 72, 'term_frequency': 1}, {'course_id': 'ADM 4344', 'doc_id': 76, 'term_frequency': 1}, {'course_id': 'ADM 6260', 'doc_id': 116, 'term_frequency': 1}, {'course_id': 'PSY 3109', 'doc_id': 186, 'term_frequency': 1}, {'course_id': 'PSY 3174', 'doc_id': 199, 'term_frequency': 1}, {'course_id': 'CSI 9997', 'doc_id': 665, 'term_frequency': 1}]"
suffici,3,"[{'course_id': 'MAT 4175', 'doc_id': 431, 'term_frequency': 1}, {'course_id': 'MAT 5190', 'doc_id': 498, 'term_frequency': 1}, {'course_id': 'MAT 5375', 'doc_id': 530, 'term_frequency': 1}]"
sujet,1,"[{'course_id': 'PSY 6991', 'doc_id': 334, 'term_frequency': 2}]"
sum,5,"[{'course_id': 'MAT 1339', 'doc_id': 368, 'term_frequency': 1}, {'course_id': 'MAT 2141', 'doc_id': 379, 'term_frequency': 1}, {'course_id': 'MAT 2371', 'doc_id': 387, 'term_frequency': 1}, {'course_id': 'MAT 3143', 'doc_id': 397, 'term_frequency': 1}, {'course_id': 'CSI 5149', 'doc_id': 622, 'term_frequency': 1}]"
summar,1,"[{'course_id': 'CSI 5387', 'doc_id': 648, 'term_frequency': 1}]"
sup,1,"[{'course_id': 'MAT 2125', 'doc_id': 378, 'term_frequency': 1}]"
supervis,13,"[{'course_id': 'ADM 4903', 'doc_id': 95, 'term_frequency': 1}, {'course_id': 'ADM 4964', 'doc_id': 98, 'term_frequency': 1}, {'course_id': 'PSY 3124', 'doc_id': 190, 'term_frequency': 1}, {'course_id': 'PSY 4110', 'doc_id': 208, 'term_frequency': 1}, {'course_id': 'PSY 4276', 'doc_id': 219, 'term_frequency': 3}, {'course_id': 'PSY 4310', 'doc_id': 221, 'term_frequency': 1}, {'course_id': 'MAT 4900', 'doc_id': 447, 'term_frequency': 1}, {'course_id': 'MAT 5181', 'doc_id': 494, 'term_frequency': 1}, {'course_id': 'MAT 6997', 'doc_id': 537, 'term_frequency': 1}, {'course_id': 'CSI 4145', 'doc_id': 588, 'term_frequency': 1}, {'course_id': 'CSI 4900', 'doc_id': 590, 'term_frequency': 1}, {'course_id': 'CSI 5155', 'doc_id': 627, 'term_frequency': 1}, {'course_id': 'CSI 5904', 'doc_id': 654, 'term_frequency': 1}]"
supervisor,2,"[{'course_id': 'MAT 5996', 'doc_id': 534, 'term_frequency': 1}, {'course_id': 'MAT 6997', 'doc_id': 537, 'term_frequency': 1}]"
suppli,9,"[{'course_id': 'ADM 3301', 'doc_id': 20, 'term_frequency': 2}, {'course_id': 'ADM 3302', 'doc_id': 21, 'term_frequency': 2}, {'course_id': 'ADM 4326', 'doc_id': 66, 'term_frequency': 1}, {'course_id': 'ADM 4339', 'doc_id': 72, 'term_frequency': 1}, {'course_id': 'ADM 6274', 'doc_id': 119, 'term_frequency': 1}, {'course_id': 'ADM 6281', 'doc_id': 124, 'term_frequency': 6}, {'course_id': 'ADM 6286', 'doc_id': 125, 'term_frequency': 1}, {'course_id': 'ADM 6336', 'doc_id': 144, 'term_frequency': 1}, {'course_id': 'ADM 6382', 'doc_id': 163, 'term_frequency': 1}]"
support,14,"[{'course_id': 'ADM 1370', 'doc_id': 5, 'term_frequency': 2}, {'course_id': 'ADM 4315', 'doc_id': 59, 'term_frequency': 2}, {'course_id': 'ADM 6275', 'doc_id': 120, 'term_frequency': 1}, {'course_id': 'ADM 6279', 'doc_id': 123, 'term_frequency': 1}, {'course_id': 'ADM 6287', 'doc_id': 126, 'term_frequency': 1}, {'course_id': 'ADM 6367', 'doc_id': 157, 'term_frequency': 2}, {'course_id': 'ADM 6376', 'doc_id': 160, 'term_frequency': 2}, {'course_id': 'MAT 4373', 'doc_id': 439, 'term_frequency': 1}, {'course_id': 'CSI 5115', 'doc_id': 600, 'term_frequency': 1}, {'course_id': 'CSI 5151', 'doc_id': 623, 'term_frequency': 1}, {'course_id': 'CSI 5152', 'doc_id': 624, 'term_frequency': 1}, {'course_id': 'CSI 5153', 'doc_id': 625, 'term_frequency': 1}, {'course_id': 'CSI 5155', 'doc_id': 627, 'term_frequency': 1}]"
supremum,2,"[{'course_id': 'MAT 1362', 'doc_id': 371, 'term_frequency': 1}, {'course_id': 'MAT 2125', 'doc_id': 378, 'term_frequency': 1}]"
supã©rieur,1,"[{'course_id': 'PSY 6991', 'doc_id': 334, 'term_frequency': 2}]"
sur,3,"[{'course_id': 'PSY 5824', 'doc_id': 252, 'term_frequency': 6}, {'course_id': 'PSY 6042', 'doc_id': 265, 'term_frequency': 2}, {'course_id': 'MAT 9904', 'doc_id': 542, 'term_frequency': 1}]"
surfac,9,"[{'course_id': 'MAT 1325', 'doc_id': 365, 'term_frequency': 1}, {'course_id': 'MAT 2122', 'doc_id': 377, 'term_frequency': 2}, {'course_id': 'MAT 2322', 'doc_id': 381, 'term_frequency': 2}, {'course_id': 'MAT 3153', 'doc_id': 398, 'term_frequency': 1}, {'course_id': 'MAT 3155', 'doc_id': 399, 'term_frequency': 1}, {'course_id': 'MAT 3378', 'doc_id': 410, 'term_frequency': 1}, {'course_id': 'MAT 5195', 'doc_id': 503, 'term_frequency': 1}, {'course_id': 'CSI 5146', 'doc_id': 619, 'term_frequency': 2}, {'course_id': 'CSI 5164', 'doc_id': 630, 'term_frequency': 1}]"
surgeri,1,"[{'course_id': 'PSY 4302', 'doc_id': 220, 'term_frequency': 1}]"
survey,11,"[{'course_id': 'ADM 3323', 'doc_id': 31, 'term_frequency': 1}, {'course_id': 'ADM 3337', 'doc_id': 35, 'term_frequency': 1}, {'course_id': 'ADM 6320', 'doc_id': 133, 'term_frequency': 1}, {'course_id': 'PSY 6107', 'doc_id': 270, 'term_frequency': 1}, {'course_id': 'PSY 6145', 'doc_id': 286, 'term_frequency': 1}, {'course_id': 'PSY 6945', 'doc_id': 320, 'term_frequency': 1}, {'course_id': 'MAT 2377', 'doc_id': 389, 'term_frequency': 1}, {'course_id': 'MAT 2379', 'doc_id': 390, 'term_frequency': 1}, {'course_id': 'MAT 3100', 'doc_id': 392, 'term_frequency': 1}, {'course_id': 'MAT 3377', 'doc_id': 409, 'term_frequency': 1}, {'course_id': 'CSI 5134', 'doc_id': 611, 'term_frequency': 1}]"
surviv,1,"[{'course_id': 'ADM 3308', 'doc_id': 23, 'term_frequency': 1}]"
sustain,6,"[{'course_id': 'ADM 2302', 'doc_id': 6, 'term_frequency': 1}, {'course_id': 'ADM 3378', 'doc_id': 47, 'term_frequency': 1}, {'course_id': 'ADM 4317', 'doc_id': 61, 'term_frequency': 2}, {'course_id': 'ADM 4338', 'doc_id': 71, 'term_frequency': 2}, {'course_id': 'ADM 6277', 'doc_id': 122, 'term_frequency': 1}, {'course_id': 'ADM 6279', 'doc_id': 123, 'term_frequency': 1}]"
swap,4,"[{'course_id': 'ADM 4351', 'doc_id': 82, 'term_frequency': 1}, {'course_id': 'ADM 4354', 'doc_id': 84, 'term_frequency': 1}, {'course_id': 'ADM 6351', 'doc_id': 150, 'term_frequency': 1}, {'course_id': 'ADM 6354', 'doc_id': 152, 'term_frequency': 1}]"
swarm,1,"[{'course_id': 'CSI 5183', 'doc_id': 640, 'term_frequency': 1}]"
sweden,1,"[{'course_id': 'ADM 6277', 'doc_id': 122, 'term_frequency': 1}]"
switch,1,"[{'course_id': 'CSI 5128', 'doc_id': 608, 'term_frequency': 1}]"
syllabu,1,"[{'course_id': 'MAT 9998', 'doc_id': 552, 'term_frequency': 3}]"
sylow,2,"[{'course_id': 'MAT 4143', 'doc_id': 420, 'term_frequency': 1}, {'course_id': 'MAT 5142', 'doc_id': 463, 'term_frequency': 1}]"
